Original_Content,Preprocessed_Content
Docter nya cepat respon gak salah milih aplikasi. saran saya sih mau nya ditambahkan fitur tempat pengobatan spesialis yang terpercaya didekat daerah kita udah gitu aja aplikasi nya mantap bukan promo,docter nya cepat respon gak salah milih aplikasi  saran saya sih mau nya ditambahkan fitur tempat pengobatan spesialis yang terpercaya didekat daerah kita udah gitu aja aplikasi nya mantap bukan promo
"Aplikasi yang bermanfaat banget,, bisa tanya2 seputar medis, keluhan, dll. Meskipun waktunya di batasi, ya alhamdulillah bermanfaat. Terima kasih Halodoc! Semoga semakin maju dan semakin memuaskan para penggunanya, aamiin.. 😊",aplikasi yang bermanfaat banget   bisa tanya  seputar medis  keluhan  dll  meskipun waktunya di batasi  ya alhamdulillah bermanfaat  terima kasih halodoc  semoga semakin maju dan semakin memuaskan para penggunanya  aamiin   😊
"Terimakasih untuk dokter Lister. Sangat bermanfaat sekali disaat takut berobat karena lagi pandemi. Sangat membantu sekali. Ramah, jawabannya mudah dimengerti. Sekali lagi terimakasih",terimakasih untuk dokter lister  sangat bermanfaat sekali disaat takut berobat karena lagi pandemi  sangat membantu sekali  ramah  jawabannya mudah dimengerti  sekali lagi terimakasih
"Sangat membantu sekali, dan dibantu sampai semuanya tuntas, bagus bangett pelayanannya, dikasih rekomendasi terus, dikasih treatment, ga ngebosenin, bahkan masih konsultasi meskipun udah sembuh. Seneng bangetttt sama pelayanannya gabisa berkata-kata lagiiii. Seneng sekaligus sedih karna udah harus mengakhiri konseling",sangat membantu sekali  dan dibantu sampai semuanya tuntas  bagus bangett pelayanannya  dikasih rekomendasi terus  dikasih treatment  ga ngebosenin  bahkan masih konsultasi meskipun udah sembuh  seneng bangetttt sama pelayanannya gabisa berkata kata lagiiii  seneng sekaligus sedih karna udah harus mengakhiri konseling
baru nyoba karna luka kecil chat k dokter umum tp konsulnya memuaskan membantu dikala darurat.pembayaran juga mudah bisa gopay banyak pilihan dompet digital.resep obat terjangkau.pertma kali konsul dokter umum 21rb obat dan ongkir hanya 68rb ..makasih halodoc,baru nyoba karna luka kecil chat k dokter umum tp konsulnya memuaskan membantu dikala darurat pembayaran juga mudah bisa gopay banyak pilihan dompet digital resep obat terjangkau pertma kali konsul dokter umum  rb obat dan ongkir hanya  rb   makasih halodoc
Baru pertama kali nyoba karena anak sakit dan lagi hamil & hujan jd ndak isa kemana2. Aplikasi ini sungguh informatif. Dilengkapi dengan real time melacak pesanan sampai dimana. Sangat terbantu sekali. Metode pembayaran juga banyak. Jadi lebih fleksibel.,baru pertama kali nyoba karena anak sakit dan lagi hamil   hujan jd ndak isa kemana   aplikasi ini sungguh informatif  dilengkapi dengan real time melacak pesanan sampai dimana  sangat terbantu sekali  metode pembayaran juga banyak  jadi lebih fleksibel 
"sangat recommended sekali, apalagi yg ada di luar negeri yg lagi liburan tiba2 mengalami hal yg tidak diinginkan seperti saya ini, mau ke dokter tp sakitnya belum parah2 amat. jadi saya putuskan untuk konsultasi ke halodoc dulu. dan alhamdulillahnya dokternya sangat ramah sangat membantu sekali😘",sangat recommended sekali  apalagi yg ada di luar negeri yg lagi liburan tiba  mengalami hal yg tidak diinginkan seperti saya ini  mau ke dokter tp sakitnya belum parah  amat  jadi saya putuskan untuk konsultasi ke halodoc dulu  dan alhamdulillahnya dokternya sangat ramah sangat membantu sekali😘
Sangat sangat bagus,sangat sangat bagus
"terimakasih.. sangat membantu sekali untuk org seperti saya yg hidup diperantauan dan ga punya kendaraan.. saran sih, kalo bisa dikasih google map, biar kita tau posisi driver dimana..",terimakasih   sangat membantu sekali untuk org seperti saya yg hidup diperantauan dan ga punya kendaraan   saran sih  kalo bisa dikasih google map  biar kita tau posisi driver dimana  
Pesanan cepat sampai,pesanan cepat sampai
"Aplikasinya sangat cocok sekali untuk kita yang ingin konsultasi ke dokter tetapi malas untuk mengantri di rumah sakit atau karena tmpat tinggal yg jauh dari RS😅 Pelayanan dari dokter sangat baik dan memuaskan sekali, bisa dpat recomendasi obat, dan apa yg kita harus lakukan🙏 the best lahh❤❤❤",aplikasinya sangat cocok sekali untuk kita yang ingin konsultasi ke dokter tetapi malas untuk mengantri di rumah sakit atau karena tmpat tinggal yg jauh dari rs😅 pelayanan dari dokter sangat baik dan memuaskan sekali  bisa dpat recomendasi obat  dan apa yg kita harus lakukan🙏 the best lahh❤❤❤
"Alhamdulilah selama ini sangat membantu, awalnya install app ini karna pas positif covid. Konsul dgn bbrp dokter yg alhamdulillah memberikan pelayanan baik dan jelas, jd bisa recovery dgn cepat. Sukses halodoc, dipertahankan layanananya🙏",alhamdulilah selama ini sangat membantu  awalnya install app ini karna pas positif covid  konsul dgn bbrp dokter yg alhamdulillah memberikan pelayanan baik dan jelas  jd bisa recovery dgn cepat  sukses halodoc  dipertahankan layanananya🙏
"sudah 2kali pakai aplikasi halodoc untuk nganterin obat dan aplikasi ini sangat amat membantu, biasanya sampai 1 jam ngantre untuk obat , skarang gaperlu ngantre lagi , tinggal tunggu dirumah , dan konsultasi dokternya juga sangat membantu , terimakasih ya halodoc",sudah  kali pakai aplikasi halodoc untuk nganterin obat dan aplikasi ini sangat amat membantu  biasanya sampai   jam ngantre untuk obat   skarang gaperlu ngantre lagi   tinggal tunggu dirumah   dan konsultasi dokternya juga sangat membantu   terimakasih ya halodoc
aplikasinya keren. semoga di tambah fitur-fitur yang lebih baik lagi dan mudah di mengerti seperti yang sudah di berikan ini. rekomen banget deh. mudah-mudahan konsultasinya ke semua dokternya gratis terus deh ya hihi,aplikasinya keren  semoga di tambah fitur fitur yang lebih baik lagi dan mudah di mengerti seperti yang sudah di berikan ini  rekomen banget deh  mudah mudahan konsultasinya ke semua dokternya gratis terus deh ya hihi
"Hay rekan-rekan,Aplikasi Halodoc sangat membantu bgt bagi pasien dlm pengambilan obat diapotik dan pengantarannya pun bisa sampai tujuan(rumah).utk barang/obat yg diantarkan alhamdulilah lengkap dan sesuai dg resep dokter.pokoknya Aplikasi Halodoc istimewa Mantap.",hay rekan rekan aplikasi halodoc sangat membantu bgt bagi pasien dlm pengambilan obat diapotik dan pengantarannya pun bisa sampai tujuan rumah  utk barang obat yg diantarkan alhamdulilah lengkap dan sesuai dg resep dokter pokoknya aplikasi halodoc istimewa mantap 
"Aplikasinya bagus banget, bener-bener sangat membantu terutama bila kita dan keluarga ada yang sedang sakit. Terutama dalam kondisi pandemi. Konsultasi dengan dokter jadi mudah.",aplikasinya bagus banget  bener bener sangat membantu terutama bila kita dan keluarga ada yang sedang sakit  terutama dalam kondisi pandemi  konsultasi dengan dokter jadi mudah 
Sangat membantu. Walaupun tidak bertemu dokternya langsung tpi bimbingannya dan arahan seperti sedang d ruang pemeriksaan. Terimakasih. Tingkat terus...,sangat membantu  walaupun tidak bertemu dokternya langsung tpi bimbingannya dan arahan seperti sedang d ruang pemeriksaan  terimakasih  tingkat terus   
Sangat mmbantu sekali. Apalagi bagi ibu muda yg baru punya anak yg sering panik. Cepat respon dan sesuai yg dihrpkan mmbuat saya jdi tidak panic.. thx halodoc..,sangat mmbantu sekali  apalagi bagi ibu muda yg baru punya anak yg sering panik  cepat respon dan sesuai yg dihrpkan mmbuat saya jdi tidak panic   thx halodoc  
"dokter di dalamnya baik, ramah dan santun menghadapi keluhan pasiennya, dan memberikan info seputar kesehatan dengan akurat sukses terus untuk aplikasinya terimakasih",dokter di dalamnya baik  ramah dan santun menghadapi keluhan pasiennya  dan memberikan info seputar kesehatan dengan akurat sukses terus untuk aplikasinya terimakasih
Membantu sekali untuk saya yang minim budget tp ingin konsul dengan spesialis tanpa ribet antri,membantu sekali untuk saya yang minim budget tp ingin konsul dengan spesialis tanpa ribet antri
CS dan dokternya cepat tanggap & ramah. Aplikasi mudah digunakan. Hanya saja tampilannya menurut saya kurang menark. Tapi pilihan lengkap. Terima kasih,cs dan dokternya cepat tanggap   ramah  aplikasi mudah digunakan  hanya saja tampilannya menurut saya kurang menark  tapi pilihan lengkap  terima kasih
Konsultasi pertama dengan dokter di Halodoc. Sangat membantu dan komunikasi pun lancar karena keluhan pasien direspon cepat. Tidak perlu ngantri. Intinya konsultasi melalui aplikasi ini cukup efisien.,konsultasi pertama dengan dokter di halodoc  sangat membantu dan komunikasi pun lancar karena keluhan pasien direspon cepat  tidak perlu ngantri  intinya konsultasi melalui aplikasi ini cukup efisien 
"Wah ini mantap sih , ini bisa jadi jembatan bagi kita yg lagi ada masalah kesehatan yg mau pergi ke dokter langsung. Cocok buat yg memang lagi nggak ada waktu buat cek ke dokter langsung. Semoga layanannya selalu dijaga dan kalau bisa makin meningkat kedepannya. 👍👍",wah ini mantap sih   ini bisa jadi jembatan bagi kita yg lagi ada masalah kesehatan yg mau pergi ke dokter langsung  cocok buat yg memang lagi nggak ada waktu buat cek ke dokter langsung  semoga layanannya selalu dijaga dan kalau bisa makin meningkat kedepannya  👍👍
Begitu milih bagian dokter yg akan di chat Eh nongol mantan yg makin cantik aja Hehehe... Selain itu aplikasi ini sangat berguna dan sangat membantu Semoga semakin berkembang yah.,begitu milih bagian dokter yg akan di chat eh nongol mantan yg makin cantik aja hehehe    selain itu aplikasi ini sangat berguna dan sangat membantu semoga semakin berkembang yah 
"Sangat membantu sekali buat saya yg irt ga perlu capek-capek keluar rumah dan ga perlu khawatir lg bila ada salah satu keluarga yg sakit tinggal klik langsung kosultasi dgn doktr nya , mudah-mudahan halodoc kedepannya semakin bagus lg",sangat membantu sekali buat saya yg irt ga perlu capek capek keluar rumah dan ga perlu khawatir lg bila ada salah satu keluarga yg sakit tinggal klik langsung kosultasi dgn doktr nya   mudah mudahan halodoc kedepannya semakin bagus lg
"Awalnya sy kira halodoc app yang tidak bisa di percaya tetapi setelah sy tanya ke teman sy yang dokter dan mencoba membeli obat ternyata benar, pengiriman nya cepat dan harganya juga terjangkau, cocok di saat pandemi seperti ini yang tidak mau pergi keluar rumah",awalnya sy kira halodoc app yang tidak bisa di percaya tetapi setelah sy tanya ke teman sy yang dokter dan mencoba membeli obat ternyata benar  pengiriman nya cepat dan harganya juga terjangkau  cocok di saat pandemi seperti ini yang tidak mau pergi keluar rumah
"Pelayan di aplikasi ini sangat mudah dan memuaskan, dokternya juga komunikatkf banget. Terima kasih Halodoc memberikan ketenangan terlebih disituasi saat ini.",pelayan di aplikasi ini sangat mudah dan memuaskan  dokternya juga komunikatkf banget  terima kasih halodoc memberikan ketenangan terlebih disituasi saat ini 
Responnya cepat dan dokternya komunikatif...terima kasih dokter...terima kasih halodoc,responnya cepat dan dokternya komunikatif   terima kasih dokter   terima kasih halodoc
"Aplikasi ini sangat membantu untuk para pasien yang sedang dalam mengalami rasa sakit atau adanya gejala penyakit yang diderita dengan aplikasi ini dapat bertanya seputar tentang jenis penyakit dan lain, dokternya sangat membantu apalagi dalam keadaan Covid seperti ini karena tidak bisa pergi ke klink maupun rumah sakit jadi bisa dilakukan didalam rumah🥰",aplikasi ini sangat membantu untuk para pasien yang sedang dalam mengalami rasa sakit atau adanya gejala penyakit yang diderita dengan aplikasi ini dapat bertanya seputar tentang jenis penyakit dan lain  dokternya sangat membantu apalagi dalam keadaan covid seperti ini karena tidak bisa pergi ke klink maupun rumah sakit jadi bisa dilakukan didalam rumah🥰
Aplikasinya sangat membantu sangat bermanfaat bisa untuk konsultasi keluan penyakit tampa harus bertatap muka ...bahkan dari jarak yang sangat jauh pun,aplikasinya sangat membantu sangat bermanfaat bisa untuk konsultasi keluan penyakit tampa harus bertatap muka    bahkan dari jarak yang sangat jauh pun
"sangat membantu untuk penanganan awal , dokternya responsif, aplikasinya juga bagus terbantu terutama dalam masa2 psbb seperti skrg ini jadi gak perlu keluar rmh utk berobat",sangat membantu untuk penanganan awal   dokternya responsif  aplikasinya juga bagus terbantu terutama dalam masa  psbb seperti skrg ini jadi gak perlu keluar rmh utk berobat
"Baru sekali nyoba, cukup puas.. Dokter menjelaskan sangat rinci dan baik dan jg langsung to the point tdk bertele2, tp sayangnya yg mengakhiri sesi malah dokternya bkn kitanya :)",baru sekali nyoba  cukup puas   dokter menjelaskan sangat rinci dan baik dan jg langsung to the point tdk bertele   tp sayangnya yg mengakhiri sesi malah dokternya bkn kitanya   
"Sangat berguna untuk saat"" sprti ini dan juga pasti berguna untuk sekarang dan seterusnya. Hanya saja krn saya dari kota kecil jadi belum terjangkau wilayah. Tapi sudah mendapatkan resep dan Konsultasi itu sudah bagus. Semoga terus Berkembang",sangat berguna untuk saat  sprti ini dan juga pasti berguna untuk sekarang dan seterusnya  hanya saja krn saya dari kota kecil jadi belum terjangkau wilayah  tapi sudah mendapatkan resep dan konsultasi itu sudah bagus  semoga terus berkembang
"sesi konsultasi nya sangat membantu. hanya saja menunggu dokter yg menjawab sangat lama, dan berkali2 berganti dokter karena banyak yg tidak menjawab, mungkin dikarenakan banyak pasien yg berkonsultasi.",sesi konsultasi nya sangat membantu  hanya saja menunggu dokter yg menjawab sangat lama  dan berkali  berganti dokter karena banyak yg tidak menjawab  mungkin dikarenakan banyak pasien yg berkonsultasi 
"terimakasih untuk aplikasi Halodoc,,,,aplikasi ini sangat membantu dan bermanfaat sekali untuk saya khususnya dan pada umumnya. jadi tidak repot2 antri panjang x lebar dan buang2 waktu, yg hanya sekedar konsultasi sama dokter RS setempat. Terimakasih,,,,good job utk aplilasi Halodoc.",terimakasih untuk aplikasi halodoc    aplikasi ini sangat membantu dan bermanfaat sekali untuk saya khususnya dan pada umumnya  jadi tidak repot  antri panjang x lebar dan buang  waktu  yg hanya sekedar konsultasi sama dokter rs setempat  terimakasih    good job utk aplilasi halodoc 
"Aplikasi ini sanggat membantu,memeberikan solusi,dan tepat pada keluhan... Ayo yg belum donload aplikasi segera donload agar kita tau kondisi dan keluhan kesehatan kita... Sukses buat hallodoc..",aplikasi ini sanggat membantu memeberikan solusi dan tepat pada keluhan    ayo yg belum donload aplikasi segera donload agar kita tau kondisi dan keluhan kesehatan kita    sukses buat hallodoc  
"Sangat terbantu dgn halodoc, apalagi bisa asuransi. Hanya durasi waktunya perlu ditambah. Jd tidak terkendala ketika ada gangguan jaringan",sangat terbantu dgn halodoc  apalagi bisa asuransi  hanya durasi waktunya perlu ditambah  jd tidak terkendala ketika ada gangguan jaringan
"Selalu suka dengan halodoc, selalu menggunakan aplikasi ini untuk konsul dgn dokter maupun beli obat. Sudah pakai aplikasi ini kurang lebih 2 th, terimakasih halodoc sudah mempermudah saya untuk bertanya tentang kesehatan maupun memudahkan untuk membeli obat tanpa harus keluar rumah.",selalu suka dengan halodoc  selalu menggunakan aplikasi ini untuk konsul dgn dokter maupun beli obat  sudah pakai aplikasi ini kurang lebih   th  terimakasih halodoc sudah mempermudah saya untuk bertanya tentang kesehatan maupun memudahkan untuk membeli obat tanpa harus keluar rumah 
"Membantu banget apk ini untuk keadan covid yg blom mereda sampe sekarang, membeli obat tiidak perlu cemas lagi karena ada keterangan dan petunjuk di dalam kardus obatnya, semoga kualitasnya chatnya lebih di up (tingkatkan lagi fast respond nya), sekian trims",membantu banget apk ini untuk keadan covid yg blom mereda sampe sekarang  membeli obat tiidak perlu cemas lagi karena ada keterangan dan petunjuk di dalam kardus obatnya  semoga kualitasnya chatnya lebih di up  tingkatkan lagi fast respond nya   sekian trims
"Matappp.fast response. Solving problem, baik dalam keadaan darurat maupun tidak. Layanan konsultasi sgt membantu sekali. Dan layanan antar obat 24 jam sangat amat cepat. Jd saat darurat kehabisan obat langsung pesan tidak lama datang",matappp fast response  solving problem  baik dalam keadaan darurat maupun tidak  layanan konsultasi sgt membantu sekali  dan layanan antar obat   jam sangat amat cepat  jd saat darurat kehabisan obat langsung pesan tidak lama datang
"Aplikasi ini bener² berguna banget , cek kesehatan jadi mudah. Setiap cara book nya juga mudah banget. Sangattt membantuu sekaliiii halodoc ini",aplikasi ini bener² berguna banget   cek kesehatan jadi mudah  setiap cara book nya juga mudah banget  sangattt membantuu sekaliiii halodoc ini
"Semoga lebih banyak vocer , khususnya untuk mitra gojek driver.",semoga lebih banyak vocer   khususnya untuk mitra gojek driver 
"Sangat membantu untuk mengetahui penyakit yg kita alami dan secepatnya untuk mengambil langkah medis, respon dokter cepat sekali. terims kasih halodoc..",sangat membantu untuk mengetahui penyakit yg kita alami dan secepatnya untuk mengambil langkah medis  respon dokter cepat sekali  terims kasih halodoc  
Sangat membantu menjawab berbagai masalah kita.. Balasan pun cepat walaupun mùngkin byk kesibukannya. Terima Kasih pembuat app Halodoc ini.. Aplikasi the best.🙏🏻,sangat membantu menjawab berbagai masalah kita   balasan pun cepat walaupun mùngkin byk kesibukannya  terima kasih pembuat app halodoc ini   aplikasi the best 🙏🏻
Bagus sekali pelayanannya 🥰🥰,bagus sekali pelayanannya 🥰🥰
"Aplikasi ini sangat membantu, para dokter juga melayani pasiennya dengan cepat, memberikan penjelasan yg akurat atas semua keluhan serta memberikan beberapa solusi yg bisa dilakukan,saya sangat puas dengan pelayanan dari aplikasi ini.Terima Kasih",aplikasi ini sangat membantu  para dokter juga melayani pasiennya dengan cepat  memberikan penjelasan yg akurat atas semua keluhan serta memberikan beberapa solusi yg bisa dilakukan saya sangat puas dengan pelayanan dari aplikasi ini terima kasih
"Sangat membantu sekali disaat pandemi, takut ke faskes utk berobat, ada halodoc yg 24 jam melayani kita dengan cepat dan sesuai dgn yg kita keluhkan dan semua resep nya bagus2. Good job",sangat membantu sekali disaat pandemi  takut ke faskes utk berobat  ada halodoc yg   jam melayani kita dengan cepat dan sesuai dgn yg kita keluhkan dan semua resep nya bagus   good job
Sangat membantu dengan adanya halodoc.. Terima kasih banyak dokter widia (dok umum) dan terima kasih dok andri (dok spesialis saraf) cara penyampaian dan informasinya sangat sangat jelas dan mudah dipahami.. Sukses selalu buat kalian,sangat membantu dengan adanya halodoc   terima kasih banyak dokter widia  dok umum  dan terima kasih dok andri  dok spesialis saraf  cara penyampaian dan informasinya sangat sangat jelas dan mudah dipahami   sukses selalu buat kalian
"Aplikasinya relatif mudah buat sy yg awam, respon Dokternya cepat, penjelasannya mudah dimengerti. Terimakasih Halodoc, terimakasih Dokter...",aplikasinya relatif mudah buat sy yg awam  respon dokternya cepat  penjelasannya mudah dimengerti  terimakasih halodoc  terimakasih dokter   
Puas banget belanja disini Barang sesuai orderan dan saat kita tidak bisa keluar ada aplikasi ini yang sangat membantu << REVIEW INI BUKAN SAYA YG TULIS. KENAPA TIBA2 ADA REVIEW SEPERTI INI YA DARI AKUN SAYA? DOWNLOAD AJA ENGGAK,puas banget belanja disini barang sesuai orderan dan saat kita tidak bisa keluar ada aplikasi ini yang sangat membantu    review ini bukan saya yg tulis  kenapa tiba  ada review seperti ini ya dari akun saya  download aja enggak
mantap cepat dan praktis,mantap cepat dan praktis
"Ditengah pandemi begitu, aplikasi ini sangat membantu sekali. connect dengan dokter spesialist dalam hitungan detik. harganya juga sangat terjangkau sekali.. the Best pokoknya",ditengah pandemi begitu  aplikasi ini sangat membantu sekali  connect dengan dokter spesialist dalam hitungan detik  harganya juga sangat terjangkau sekali   the best pokoknya
Sangat membantu sekali bagi yg susah atau lupa menanyakan resep.pola makan.cara olahraga.penolongan pertama. Cara atau apa yg dibutuhkan pasien untuk kesembuhan pasien...,sangat membantu sekali bagi yg susah atau lupa menanyakan resep pola makan cara olahraga penolongan pertama  cara atau apa yg dibutuhkan pasien untuk kesembuhan pasien   
"Sangat membantu sekali, saya sudah sering pakai halodoc sampai tebus obat juga, dokternya ramah. Berbeda dari aplikasi lain, walaupun ada yang gratis tapi pelayanannya tetap sama tidak dibedakan yang gratis atau bayar. Langsung ditanya oleh dokternya seperti kita bertatap muka.",sangat membantu sekali  saya sudah sering pakai halodoc sampai tebus obat juga  dokternya ramah  berbeda dari aplikasi lain  walaupun ada yang gratis tapi pelayanannya tetap sama tidak dibedakan yang gratis atau bayar  langsung ditanya oleh dokternya seperti kita bertatap muka 
"Secara keseluruhan oke, Dari segi aplikasinya dan tanggapan dari dokternya juga terbilang cepat. Pertahankan kualitasnya ya. Makasih Halodoc🙏",secara keseluruhan oke  dari segi aplikasinya dan tanggapan dari dokternya juga terbilang cepat  pertahankan kualitasnya ya  makasih halodoc🙏
"Aplikasi yang sangat bagus, dimanapun dan kapanpun bisa pesen obat dan periksa dengan dokter. Tapi pelayanan dokternya ada yg lama responnya. Ada juga sih yg cepet banget responnya dan jawabannya memuaskan. Selebihnya sudah bagus👌",aplikasi yang sangat bagus  dimanapun dan kapanpun bisa pesen obat dan periksa dengan dokter  tapi pelayanan dokternya ada yg lama responnya  ada juga sih yg cepet banget responnya dan jawabannya memuaskan  selebihnya sudah bagus👌
Terimakasih tanggapannya sudah mulai fast respon dan bertanggungjawab atas kekeliruan barang yg datangnya kurang. Tidak sampai lima hari refund dana berhasil. Tingkatkan terus agar lebih bagus lagi. Karena kepuasan pelanggan adalah kepercayaan yg mahal. 👍👍 Sukses selalu untuk halodoc.,terimakasih tanggapannya sudah mulai fast respon dan bertanggungjawab atas kekeliruan barang yg datangnya kurang  tidak sampai lima hari refund dana berhasil  tingkatkan terus agar lebih bagus lagi  karena kepuasan pelanggan adalah kepercayaan yg mahal  👍👍 sukses selalu untuk halodoc 
"Bagus bgt aplikasi ini. Sangat membantu khusus nya buat emak-emak yg suka kena serangan panik kalau anak sakit,sangat membantu sekali apalagi udh connecting dengan gojek,jadi serasa gampang aja. Terimakasih Halodoc team 👍",bagus bgt aplikasi ini  sangat membantu khusus nya buat emak emak yg suka kena serangan panik kalau anak sakit sangat membantu sekali apalagi udh connecting dengan gojek jadi serasa gampang aja  terimakasih halodoc team 👍
"Sangat membantu dalam pembelian obat tanpa harus keluar rumah. Terimakasih sudah menyediakan aplikasi sejenis ini, dan terimakasih untuk setiap driver yang sudah berusaha memberikan pelayanan pengantaran dengan baik. Sukses selalu🙏🏻",sangat membantu dalam pembelian obat tanpa harus keluar rumah  terimakasih sudah menyediakan aplikasi sejenis ini  dan terimakasih untuk setiap driver yang sudah berusaha memberikan pelayanan pengantaran dengan baik  sukses selalu🙏🏻
"Rekomendasi banget buat diinstall ! Aplikasinya bagus, lengkap, aksesnya mudah dan cepat. Customer service 24 jam dan garcep memberikan solusi cepat. Layanan dokternya juga tersedia 24 jam, terjangkau & garcep. Cuma durasinya aja yg kurang, Terputus tiba2 disaat masih konsul. Saran: berikan pop up option penambahan durasi dengan menyertakan informasi lamanya durasi & harga, jika setuju lanjut pembayaran & layanan dg dokter masih tersambung & infokan ke dokter agar tidak memutus chat dg pasien.",rekomendasi banget buat diinstall   aplikasinya bagus  lengkap  aksesnya mudah dan cepat  customer service   jam dan garcep memberikan solusi cepat  layanan dokternya juga tersedia   jam  terjangkau   garcep  cuma durasinya aja yg kurang  terputus tiba  disaat masih konsul  saran  berikan pop up option penambahan durasi dengan menyertakan informasi lamanya durasi   harga  jika setuju lanjut pembayaran   layanan dg dokter masih tersambung   infokan ke dokter agar tidak memutus chat dg pasien 
Dokternya rama playanan nya bagus untuk dokternya .tapi sayang fitur gratisnya chat nya cma berlaku satu kali hbis itu berbayar . Coba kalau bisa gratis trus kan lebih enak,dokternya rama playanan nya bagus untuk dokternya  tapi sayang fitur gratisnya chat nya cma berlaku satu kali hbis itu berbayar   coba kalau bisa gratis trus kan lebih enak
"Sangat membantu. Disaat obat resep dokter sya sangat sulit sya cari, dengan pakai app hanya modal tekan sana sini bisa terima semua obatny dgn gampang. Dan sya yakin harga lebih murah karena seperti yg kita tau apotek diluar sana tdk jarang mematok harga sesuka mereka",sangat membantu  disaat obat resep dokter sya sangat sulit sya cari  dengan pakai app hanya modal tekan sana sini bisa terima semua obatny dgn gampang  dan sya yakin harga lebih murah karena seperti yg kita tau apotek diluar sana tdk jarang mematok harga sesuka mereka
"Di antar banyaknya rating bintang 1, belum tentu aplikasi itu jelek dan tidak layak dipakai, syukur deh Halodoc mempertimbangkan semua ulasan dan masukkan di aplikasinya, jadi saya rasa aplikasi ini udah semaikin baik. Terima kasih Halodoc",di antar banyaknya rating bintang    belum tentu aplikasi itu jelek dan tidak layak dipakai  syukur deh halodoc mempertimbangkan semua ulasan dan masukkan di aplikasinya  jadi saya rasa aplikasi ini udah semaikin baik  terima kasih halodoc
"Suka banget dengan aplikasi ini, sangat membantu. Pelayanannya juga bagus. 1 kali pernah ada case kurang kirim barang, utk kekurangannya langsung di kirim keesokan harinya. Sukses terus halodoc, makin ditingkatkan lagi pelayanannya.",suka banget dengan aplikasi ini  sangat membantu  pelayanannya juga bagus    kali pernah ada case kurang kirim barang  utk kekurangannya langsung di kirim keesokan harinya  sukses terus halodoc  makin ditingkatkan lagi pelayanannya 
Aplikasi keren banget... Ngebantu banget disaat seperti sekarang ini Mau beli obat tinggal duduk2 santai konsultasi sama dokter juga bisa sambil rebahan Enak banget kannn apalagi buat yang males keluar disaat pandemi kaya gini cocok banget pokonya,aplikasi keren banget    ngebantu banget disaat seperti sekarang ini mau beli obat tinggal duduk  santai konsultasi sama dokter juga bisa sambil rebahan enak banget kannn apalagi buat yang males keluar disaat pandemi kaya gini cocok banget pokonya
"Aplikasi ini sangat membantu disaat kita sedang melawan wabah virus corona dengan berdiam diri dirumah. Dokternya ramah ramah, dan banyak memberikan saran yang bermanfaat. Terimakasih halodoc, sukses selalu!!!",aplikasi ini sangat membantu disaat kita sedang melawan wabah virus corona dengan berdiam diri dirumah  dokternya ramah ramah  dan banyak memberikan saran yang bermanfaat  terimakasih halodoc  sukses selalu   
"Alhamdullillah dgn adanya aplikasi ini sayya jdi ga harus periksa ke rs , karna di aplikasi ini udah ada dr spesialis nya lngsung ,, jdi ga susah ,, Teruss dr nya ramah , baikk , ngasih penjelasan yg sangat detaill , , Pokonya baguss bangetttt aplikasi halodoc ini , ,",alhamdullillah dgn adanya aplikasi ini sayya jdi ga harus periksa ke rs   karna di aplikasi ini udah ada dr spesialis nya lngsung    jdi ga susah    teruss dr nya ramah   baikk   ngasih penjelasan yg sangat detaill     pokonya baguss bangetttt aplikasi halodoc ini    
Aplikasinya sangat membantu.. Dan dokter2 nya sangat ramah ramah... Semoga makin sukses aplikasi Halodoc.... Dengan adanya aplikasi ini saya bisa tau apa masalah kesehatan yg saya alami..,aplikasinya sangat membantu   dan dokter  nya sangat ramah ramah    semoga makin sukses aplikasi halodoc     dengan adanya aplikasi ini saya bisa tau apa masalah kesehatan yg saya alami  
"Baru pertama gunain aplikasi ini. Karna saat wabah ini, belum bisa konsultasi ke dokter. Sangat bermanfaat sekali. Terharu, dokter nya baik , ramah, memberikan solusi, tidak hanya menjelaskan aja. Terimakasih halodoc. Terbaik 💕",baru pertama gunain aplikasi ini  karna saat wabah ini  belum bisa konsultasi ke dokter  sangat bermanfaat sekali  terharu  dokter nya baik   ramah  memberikan solusi  tidak hanya menjelaskan aja  terimakasih halodoc  terbaik 💕
"Pusing bangetttt ga bisa tidur, kepala berat n mual. Ga punya paracetamol, kosan gerbangnya ditutup, ga ada kendaraan jg. Pesan sanmol dan kayu putih caplang. Ga nyampe sejam (20 menitan paling), padahal estimasinya sejam. Makasih ya nyelametin bgt.",pusing bangetttt ga bisa tidur  kepala berat n mual  ga punya paracetamol  kosan gerbangnya ditutup  ga ada kendaraan jg  pesan sanmol dan kayu putih caplang  ga nyampe sejam    menitan paling   padahal estimasinya sejam  makasih ya nyelametin bgt 
Sangat ramah dan mudah dipahami dalam penjelasannya.... diulas detail. Sukses terus halodoc.... terimakasih,sangat ramah dan mudah dipahami dalam penjelasannya     diulas detail  sukses terus halodoc     terimakasih
"baru test beli obat di halodoc.. ternyata sangat mudah, cepat, harga relatif ok, free ongkir lagi.. tingkatkan terus yaa..",baru test beli obat di halodoc   ternyata sangat mudah  cepat  harga relatif ok  free ongkir lagi   tingkatkan terus yaa  
